run_id,platform,app,input,node_ids,start_time,end_time,unwanted,duration
59e5023357f3f44ead63fcf1,volta,mg,X,"['59e5023257f3f44ead63fced', '59e5023257f3f44ead63fcee', '59e5023357f3f44ead63fcef', '59e5023357f3f44ead63fcf0']",1506891461,1506892399,0.0,938
59e5023357f3f44ead63fcf6,volta,mg,X,"['59e5023357f3f44ead63fcf2', '59e5023357f3f44ead63fcf3', '59e5023357f3f44ead63fcf4', '59e5023357f3f44ead63fcf5']",1506998566,1506999509,0.0,943
59e5023457f3f44ead63fcfb,volta,mg,X,"['59e5023457f3f44ead63fcf7', '59e5023457f3f44ead63fcf8', '59e5023457f3f44ead63fcf9', '59e5023457f3f44ead63fcfa']",1507225116,1507226066,0.0,950
59e5023557f3f44ead63fd00,volta,mg,X,"['59e5023457f3f44ead63fcfc', '59e5023457f3f44ead63fcfd', '59e5023557f3f44ead63fcfe', '59e5023557f3f44ead63fcff']",1507361747,1507362685,0.0,938
59e502b057f3f44ead640377,volta,sp,X,"['59e502b057f3f44ead640373', '59e502b057f3f44ead640374', '59e502b057f3f44ead640375', '59e502b057f3f44ead640376']",1507358625,1507359353,0.0,728
59e502b057f3f44ead64037c,volta,sp,X,"['59e502b057f3f44ead640378', '59e502b057f3f44ead640379', '59e502b057f3f44ead64037a', '59e502b057f3f44ead64037b']",1507220407,1507221141,0.0,734
59e502b157f3f44ead640381,volta,sp,X,"['59e502b157f3f44ead64037d', '59e502b157f3f44ead64037e', '59e502b157f3f44ead64037f', '59e502b157f3f44ead640380']",1506995550,1506996291,0.0,741
59e502b157f3f44ead640386,volta,sp,X,"['59e502b157f3f44ead640382', '59e502b157f3f44ead640383', '59e502b157f3f44ead640384', '59e502b157f3f44ead640385']",1506888425,1506889167,0.0,742
59e502b257f3f44ead64038b,volta,sp,X,"['59e502b257f3f44ead640387', '59e502b257f3f44ead640388', '59e502b257f3f44ead640389', '59e502b257f3f44ead64038a']",1506888424,1506889160,0.0,736
59e502b357f3f44ead640390,volta,sp,X,"['59e502b257f3f44ead64038c', '59e502b257f3f44ead64038d', '59e502b257f3f44ead64038e', '59e502b257f3f44ead64038f']",1507358594,1507359330,0.0,736
59e502b357f3f44ead640395,volta,sp,X,"['59e502b357f3f44ead640391', '59e502b357f3f44ead640392', '59e502b357f3f44ead640393', '59e502b357f3f44ead640394']",1506888426,1506889166,0.0,740
59e502b457f3f44ead64039a,volta,sp,X,"['59e502b357f3f44ead640396', '59e502b357f3f44ead640397', '59e502b357f3f44ead640398', '59e502b457f3f44ead640399']",1507220406,1507221141,0.0,735
59e502b457f3f44ead64039f,volta,sp,X,"['59e502b457f3f44ead64039b', '59e502b457f3f44ead64039c', '59e502b457f3f44ead64039d', '59e502b457f3f44ead64039e']",1506995550,1506996292,0.0,742
59e502b557f3f44ead6403a4,volta,sp,X,"['59e502b457f3f44ead6403a0', '59e502b457f3f44ead6403a1', '59e502b557f3f44ead6403a2', '59e502b557f3f44ead6403a3']",1507358593,1507359328,0.0,735
59e502b557f3f44ead6403a9,volta,sp,X,"['59e502b557f3f44ead6403a5', '59e502b557f3f44ead6403a6', '59e502b557f3f44ead6403a7', '59e502b557f3f44ead6403a8']",1506888423,1506889156,0.0,733
59e502b657f3f44ead6403ae,volta,sp,X,"['59e502b657f3f44ead6403aa', '59e502b657f3f44ead6403ab', '59e502b657f3f44ead6403ac', '59e502b657f3f44ead6403ad']",1507220406,1507221141,0.0,735
59e502b657f3f44ead6403b3,volta,sp,X,"['59e502b657f3f44ead6403af', '59e502b657f3f44ead6403b0', '59e502b657f3f44ead6403b1', '59e502b657f3f44ead6403b2']",1506781689,1506782425,0.0,736
59e502b757f3f44ead6403b8,volta,sp,X,"['59e502b757f3f44ead6403b4', '59e502b757f3f44ead6403b5', '59e502b757f3f44ead6403b6', '59e502b757f3f44ead6403b7']",1507823022,1507823761,0.0,739
